,0,1
168,"RESPECT @TretanMuslim dan @pardedereza
semoga gak lama lama belajar nya, jangan mundur dari dunia hiburan,, ditunggu kehadirannya lagi dalam dunia hiburan untuk tetap memperjuangkan toleransi. ",1
169,"agama gak ada yang bikin mabuk woi, kalo pikiran 0 banyak baca, jangan bikin video sampah hina agama orang",0
170,"Komedi boleh-boleh aja, tapi jangan menimbulkan SARA ... Kenapa yang jadi sasaran SARA hanya Muslim ? Koq gak berani ke Agama lain (Hindu, Nasrani, Budha.  ...)",0
171,Krisiz humor indonesia. Ditunggu great comeback nya @TretanMuslim @pardedereza #GOLONGANKAMI,1
172,"lagi butuh nonton debat kusir @Majelislucu , eh lupa udah episode terakhir, sedih aku tu :(",1
173,Sampah B.C.T @Majelislucu,0
174,Gw kangen tretan muslim sm coki sitohang,1
175,Emng ga lucu menurut gua mah,0
176,"Rabu kelabu.
Duo komika @TretanMuslim dan @pardedereza telah pamit undur diri. Nampaknya kampanye ""humanity above religion""nya gagal nih. Respect.
#GolonganKami",1
177,"Iyalah . Terlalu grusa grusu dalam bertindak . Tau sendiri masyarakat baru sensitif kalo bahas agama .
Auto kangen @TretanMuslim & @pardedereza",1
178,Sediih :( ku kira ini boongan,0
179,"aku kehilangan kamu @TretanMuslim cuma kamu yang bisa menghibur . tidak ada yang namanya mempermainkan agama . Justru banyak hadist-hadist yang tidak aku tau , kamu share .. come back with us . #GolonganKami",1
180,"Karna tidak semua orang se enjoy kalian bisa menerima agama dijadikan lucu lucuan.. pikiran dan tingkat amarah manusia berbeda.. 

Dan akung'y mereka membuatnya ditengah konflik perpecahan dinegri ini.. 

Hargai mrk yg marah,jgn intoleran!",0
181,"Tetap semangat @pardedereza & @TretanMuslim  respect kita untuk dua legenda baru dalam dunia komedi ini.
Terimakasih untuk hiburan & komedinya. kalian pernah membuat aku tertawa setelah sedih ini datang . .  aku siap menunggu kalian comeback suatu saat nanti(mungkin).",1
182,"Abis nonton Video Tretan Muslim-Coki Pardede.
Aku lebih kasian sama glagat mereka yg seakan menertawakan penduduk neraka bukan Islamnya. Khusus buat Tretan yg ngaku Islam, semoga sempet baca ayat2 Quran yg menggambarkan penduduk neraka. Klo sampe stu hatinya gk bergeming, em ysdh",0
183,Big Respect Buat @TretanMuslim & @pardedereza  aku Yakin Ke Depan kalian Akan Hadir dengan Hal yang Lebih Baik Lagi  Semangattt,1
184,"Coki muslim mundur dari MLI
Dan beberapa tahun k depan akan banyak komedian yang mundur juga  karena niat nya ngehibur tapi malah di persekusi.

Comeback stronger bro @TretanMuslim @pardedereza",1
185,"Apa yang membuat konten tretan muslim itu lebih berisi gagasan daripada konten lain?

Apa sih tolok ukur sesuatu konten itu bisa dijadikan gagasan?

Sa harap kita pahami dulu bae2 kak apa itu gagasan.

Atta jele kontennya memang. Tp tretan muslim kek hilang juga faedahnya.",0
186,@TretanMuslim  kapan comeback mbak?,1
187,"Aku pribadi sebagai muslim sih tidak tersinggung dengan cara penyampaian @TretanMuslim & @pardedereza , karena ya jaman now kenyataannya emang gitu , agama sering dijadikan bungkus untuk hal buruk yang dilakukan manusia . Lagipula , mereka tidak memlesetkan hukum agama . Jadi tidak ada yang salah .",1
188,"Lagipula, aku hanya ingin menanyakan satu hal yg sederhana, ""Di titik mana ada orang memasak daging babi dengan air kurma itu menyinggung aqidah ?"" ini yang aku belum bisa dapat jawabannya. Maka dari itu aku berharap anda bisa menjawab pertanyaan aku.",1
189,"aku ikut bersedih dengan apa yang terjadi dengan @pardedereza
@TretanMuslim 
Sehat terus bro bro sekalian",1
190,"Dimana tretan muslim dan coki pardede , kami butuh hiburan cuy !!!",1
191,Eh btw gua kangen debat kusir yg sesungguhnya dah. Hei klean jangan bersembunyi plzzzz @TretanMuslim @pardedereza,1
192,Golongan kami rindu @TretanMuslim @pardedereza ngomong SAMPAH!! :(,1
193,"@Majelislucu please jangan berhenti menghibur kami, pamitnya @TretanMuslim @pardedereza sudah memberi luka yang dalam untuk #golongankami adain roasting di pong me lagi dong @jojosuherman",1
194,"Ya intinya kamu tetap salah brow kalo mau ngelawak silahkan mau kamu makan yang haram juga silahkan tapi jangan bercanda yang berbau sara bro. Karena masuk nerakanya karena orang makan babi termasuk syariat

Jadi bisa buat pelajaran bagi kamu",0
195,Kenapa sih agama di buat candaan . Lihat aja deh pembalasan Allah . Allahuakbar,0
196,"Gini bung , dark comedy memang sah-sah saja . Gue juga suka coki sama tretan . Namun , gue tekankan di sini , di Indonesia khususnya umat muslim yang awam dengan dark comedy pasti sakit hati mendengar dan melihat suatu lelucon yang berhubungan dengan agamanya .",0
197,Gw kira komedian adalah orang - orang cerdas,0
198,"Kalian ngga sendiri,  meski cuma ada di medsos tapi liat dukungan untuk kalian terbukti masih ada org pintar dan berfikir @TretanMuslim @pardedereza #GolonganKami",1
199,"kalau komedian pun 'dibungkam' dengan persekusi oleh mereka yg paling paling benar (katanya), lalu siapa lagi yang akan menyuarakan keresahan kami #Umatlucu yg tidak punya panggung?
#respect @TretanMuslim @pardedereza @Majelislucu #GolonganKami",1
200,"Kembalikan @TretanMuslim dan @pardedereza ke Debat Kusir! 

selain kurang hiburan,  kami juga kurang perhatian dan kasih akung .

lagian isyunya udah ganti tuh jadi Aksi Bela HTI #KamiBersamaBanser",1
201,"Oh yes mam, literaly wicis dark comedy is like a food. I don't like pizza but i like cucur. Dan itu Jaka sembung karena Eike bilang ga dapet lucunya, siapa yang mau musnahin? Emang Eike meteor.logicaaa oh logica hiyahiyahiya1jutax",0
202,aku kira @TretanMuslim dan @pardedereza ttp saja berkarya urusan persekusi yg melibatkan agama pun hanya sesaat aja. kuat2 mental aja lawan kaum sumbu pendek. ini masih panas2 nya politik yg bawa2 agama jd jgn trllu dipikirin. yg ptg uda minta maaf. kami rindu jokes2 berkelas,1
203,Respect untuk Coki Pardede & Tretan Muslim. Terimakasih atas dark jokes dan toleransinya yang sangat menghibur bagi aku.,1
204,"""Byk tokoh Sufi & cerdik pandai melontarkan satire yg membuat kt brpikir & menuai hiluah."" maaf, klau humor yg dilontarkan o/ mreka, hiluahnya apa ya? kita mmang tdk menuhankan simbol, mas. tp mghargai. merah putih it warna, tp klau sdh mnjdi bendera, kita dilarang menginjak2nya.",0
205,"@pardedereza mulut sama kelakuan kafir , tidak pernah tahu rasanya di jotos orang tuh mulutnya biar jontor .",0
206,Ngga ada masalah mas dg video kalian. Goblok kalo disangkut pautin sama agama. Hanya saja kalian memang ga pernah lucu. Selera humor beda2 sih,0
207,La diajak guyon sama @TretanMuslim & Coki Pardede malah dianggap penistaan. Hambok yo ben nak masyarakat mBoyolali nganggap guyonan Pak @prabowo sebagai penghinaan. Win win.,1
208,"Tetap semangaat bro n sis, msh byk yg nunggu tretan comeback.. istirahat aja dulu. ciao",1
209,"Semoga menjadi pelajaran untuk kita, tetap semangat muslim dan coki",1
210,"ujung2nya minta maaf atas kegaduhan. tapi @TretanMuslim keukeuh minta ditanya sebab kesalahan dia ttg kurma saus babi. krn menurutnya dia tetap ga menista agama.

hmmm https://twitter.com/pribadisetya1/status/1057455374964424707 …",0
211,"Kok gw sedih ya liat ini
Biasanya bsa sampai ketawa ngakak2

https://youtu.be/PK12js4Ib9M 
Semangat terus @TretanMuslim
@pardedereza msh byk jalan mengenalkan pentingnya toleransi

#RIPkomediIndonesia
#IndonesiaDaruratToleransi
#GolonganKami
#hiyahiyahiya",1
212,"Tidak sedikit hal yg membuat aku tidak sepaham dgn duo @pardedereza @TretanMuslim (bahkan aku meng-unfollow twitter mereka karena terlalu ""berisik"").

Lantas jawaban dri ketidaksepahaman itu adalah persekusi? Tentu tidak! Kemana slogan ""ambil yg baik buang yg buruk"" selama ini?",0
213,kayak coki pardede hahaha.  enak ya jadi kafir bebas makan babii,0
214,Barusan nonton video perpisahan @TretanMuslim dan @pardedereza dari @Majelislucu. Sedih karena ada persekusi terhadap mereka dari orang-orang yang tidak paham dengan selera komedinya. ,1
215,"Pak . Itu bukan humor , tapi penghinaan . Anda waras tidak sih ? Walaupun Tretan muslim , aku yakin dia tidak pernah menjalankan syariat agamanya . 
Kami yang muslimpun tidak ingin menghujat kaun non muslim",0
216,"Sebenarnya aku suka stand up nya tretan muslim, tapi ketika agama di jadikan bahan bercanda, aku nga setuju. Berarti menurut mereka agama bisa buat bercanda, sangat tdk bijaksana. 
Instropeksi lah. Cari rejeki nda selalu dengan cara yg ngawur.",0
217,Semoga sukses jangan lupa lucu! #GolonganKami,1
218,#KembalikanCokiMuslim,1
219,alangkah baiknya jangan bawa-bawa agama sebagai bahan olok-olokan,0
220,"Yah ini mah mau rewatch video debat kusir, fix serem, last hope kitchen sama roasting gak akan sama lagi rasanya ",0
221,Jadi siapakah kita yang berhak menghakimi dan menilai tingkat keimanan seseorang? Respect ex hakim comedy :) @TretanMuslim @pardedereza pic.twitter.com/auf1NIUqEW,1
222,"Ku rindu @pardedereza dan @TretanMuslim 
Mereka kemanaaaa :(",1
223,"bonyok, sumpah bonyok gua di tampar kata2 classic yang jadi kenyataan ""tertawalah sebelum tertawa itu dilarang""~warkop
oleh kejadian ini, GLHF respect @pardedereza @TretanMuslim",1
224,"kalau masak babi dengan sari kurma adalah menista , lalu bagaimana dengan berpolitik yang mengatasnamakan agama ?
@Majelislucu #GOLONGANKAMI",1
225,Udah tahu haram !! Ngapai barengi kata kata neraka neraka sambil tertawa tawa  ??!! Sampah tetap lah sampah,0
226,Kangen :'( @TretanMuslim,1
227,"Sekali lagi aku kecewa dengan perilaku rendahan orang-orang yg menjudge tanpaberi solusi hanya menebar ancaman dan kebencian tanpa menebar amalan dan keilmuan.
@TretanMuslim @pardedereza trm kasih telah menebar kebahagiaan. Pahala anda tdk putus telah membuat banyak org tertawa",1
228,"kalo materi nya masih sebatas ngenyek2 agama ( apapun ) mending nggak usah balik deh . Ada jutaan ide untuk bikin orang ketawa , kalo masih seputaran itu doang , gak lagi kreatif namanya .",0
229,aku cinta MLI. Tp tidak lagi krn tdk ada tretan muslim dan coki. Hiyahiyahiyaaaaa,1
